invoice_id,invoice_date,customer_id,domestic_sale,item_types_purchased,total_quantity,total_price
497364,2/9/10 9:47,13131.0,True,36,345,651.41
497365,2/9/10 9:48,14609.0,True,1,144,53.28
497366,2/9/10 9:53,18268.0,True,8,56,157.20000000000002
497367,2/9/10 10:03,17742.0,True,14,99,279.5
497368,2/9/10 10:10,17577.0,True,8,42,112.4
497369,2/9/10 10:18,16746.0,True,10,405,668.15
497370,2/9/10 10:23,15082.0,True,6,43,93.35000000000001
497371,2/9/10 10:24,12471.0,False,17,184,368.15
497372,2/9/10 10:47,17810.0,True,8,20,64.14
497373,2/9/10 10:48,16748.0,True,7,58,119.85
497374,2/9/10 10:49,12645.0,False,21,227,373.65
497376,2/9/10 11:11,12683.0,False,14,172,324.3
497377,2/9/10 11:37,12490.0,False,22,436,534.26
497378,2/9/10 11:39,13089.0,True,29,418,742.38
497379,2/9/10 11:40,15039.0,True,9,76,124.78
497380,2/9/10 11:46,17083.0,True,6,166,548.9
497382,2/9/10 11:50,14680.0,True,36,390,632.02
497383,2/9/10 12:01,12621.0,False,18,182,274.44
497384,2/9/10 12:03,12647.0,False,27,365,892.72
497385,2/9/10 12:05,13293.0,True,16,142,236.6
497386,2/9/10 12:09,15953.0,True,15,47,142.32999999999998
497387,2/9/10 12:16,16344.0,True,12,138,209.1
497388,2/9/10 12:23,15003.0,True,37,48,103.52
497389,2/9/10 12:30,15359.0,True,3,39,54.75
497390,2/9/10 12:37,17731.0,True,25,154,373.1
497391,2/9/10 12:38,12523.0,False,21,294,405.4
497392,2/9/10 12:52,13993.0,True,13,82,213.05
497393,2/9/10 13:08,13976.0,True,16,89,275.41
497394,2/9/10 13:08,12681.0,False,11,143,242.94
497395,2/9/10 13:10,18231.0,True,8,92,179.68
497396,2/9/10 13:12,13242.0,True,6,60,117.0
497397,2/9/10 13:18,17631.0,True,11,127,154.91
497398,2/9/10 13:19,16436.0,True,25,134,136.89
497399,2/9/10 13:20,16103.0,True,7,53,250.95
497400,2/9/10 13:26,16419.0,True,19,165,224.38
497401,2/9/10 13:56,13985.0,True,15,172,224.35
497402,2/9/10 14:17,16873.0,True,51,822,1460.7
497403,2/9/10 14:25,14422.0,True,29,275,548.1700000000001
497404,2/9/10 14:28,12663.0,False,7,81,153.75
497405,2/9/10 14:28,14735.0,True,4,49,187.95
497406,2/9/10 14:46,,True,18,31,89.03999999999999
497414,2/9/10 15:01,,True,1,1,3.75
497433,2/9/10 15:10,16353.0,True,2,84,105.0
497473,2/9/10 15:27,13156.0,True,38,213,445.68
497475,2/9/10 15:30,16530.0,True,3,17,48.349999999999994
497485,2/9/10 15:45,14460.0,True,2,246,66.06
497486,2/9/10 15:48,16841.0,True,17,222,291.86
497488,2/9/10 16:01,13700.0,True,4,11,27.25
497489,2/9/10 16:18,17841.0,True,39,204,266.84000000000003
497493,2/9/10 17:38,,True,138,230,1127.77
497494,2/10/10 8:44,13092.0,True,22,119,448.05
497495,2/10/10 8:46,12932.0,True,31,496,424.71999999999997
497496,2/10/10 9:07,12483.0,False,4,41,87.4
497497,2/10/10 9:38,18058.0,True,8,176,301.2
497498,2/10/10 9:41,13777.0,True,5,144,332.40000000000003
497499,2/10/10 10:36,15176.0,True,52,448,988.04
497500,2/10/10 10:39,13767.0,True,7,130,192.42000000000002
497501,2/10/10 11:14,14606.0,True,31,43,124.77
497504,2/10/10 11:21,14593.0,True,36,68,215.14999999999998
497506,2/10/10 11:26,14593.0,True,21,57,151.55
497508,2/10/10 11:46,16768.0,True,12,38,85.5
497509,2/10/10 11:52,13164.0,True,7,32,275.8
497510,2/10/10 12:11,12776.0,False,4,46,55.5
497511,2/10/10 12:22,16742.0,True,3,108,101.39999999999999
497512,2/10/10 12:26,17201.0,True,80,299,480.82
497514,2/10/10 12:32,,True,1,1,4.95
497517,2/10/10 13:04,13813.0,False,15,138,283.98
497518,2/10/10 13:18,15312.0,True,13,54,199.04000000000002
497519,2/10/10 13:32,15311.0,True,12,78,195.39999999999998
497520,2/10/10 13:38,,True,1,-86,0.0
497521,2/10/10 13:39,17780.0,True,40,74,143.01
497522,2/10/10 13:43,17780.0,True,12,12,50.8
497523,2/10/10 13:48,17575.0,True,5,72,171.7
497525,2/10/10 14:03,13442.0,True,13,57,103.77
497572,2/10/10 14:28,12747.0,True,5,38,89.32000000000001
497574,2/10/10 14:36,14739.0,True,11,176,297.66
497583,2/10/10 14:51,12951.0,True,12,87,190.1
497584,2/10/10 15:10,,True,2,3,4.1499999999999995
497588,2/10/10 17:16,17377.0,True,29,56,132.94
497589,2/10/10 17:19,17377.0,True,1,1,0.95
497590,2/10/10 17:59,,True,207,464,2205.7
497591,2/10/10 18:02,,True,159,227,1244.9
497592,2/11/10 8:51,17139.0,True,56,773,1402.43
497593,2/11/10 9:41,12474.0,False,13,163,158.7
497594,2/11/10 9:41,13520.0,False,20,306,477.68
497596,2/11/10 9:45,16577.0,True,23,142,380.0
497597,2/11/10 9:59,15628.0,True,21,163,310.29
497598,2/11/10 9:59,,True,1,-51,0.0
497599,2/11/10 10:00,,True,1,-27,0.0
497600,2/11/10 10:01,17085.0,True,25,113,202.57
497601,2/11/10 10:13,12670.0,False,8,49,225.60000000000002
497602,2/11/10 10:25,15765.0,True,25,335,370.63
497603,2/11/10 10:30,12567.0,False,27,232,522.28
497604,2/11/10 10:49,17696.0,True,10,120,213.4
497605,2/11/10 11:24,17961.0,True,1,1,6.35
497606,2/11/10 11:28,12682.0,False,15,147,351.99
497607,2/11/10 11:39,17961.0,True,1,1,6.35
497608,2/11/10 11:42,13468.0,True,12,79,236.61
497609,2/11/10 11:44,14115.0,True,2,52,117.80000000000001
497610,2/11/10 11:45,17961.0,True,1,1,6.35
497612,2/11/10 11:53,12523.0,False,9,37,131.78
497615,2/11/10 11:59,14527.0,True,26,81,286.55
497618,2/11/10 12:18,15044.0,True,27,105,374.2
497619,2/11/10 12:22,14451.0,True,53,146,276.15
497620,2/11/10 12:23,12835.0,True,9,32,67.34
497622,2/11/10 12:24,16525.0,True,8,700,534.96
497623,2/11/10 12:31,14072.0,True,19,65,390.85
497624,2/11/10 12:36,16992.0,True,4,40,114.88
497625,2/11/10 12:47,15738.0,True,14,173,311.87
497626,2/11/10 12:53,,True,1,-3,0.0
497627,2/11/10 12:55,,True,4,4,8.0
497628,2/11/10 13:03,15005.0,True,41,102,236.07
497629,2/11/10 13:07,14301.0,True,14,159,307.25
497630,2/11/10 13:10,17243.0,True,21,62,268.14
497632,2/11/10 13:41,16918.0,True,64,244,416.2
497636,2/11/10 13:44,17685.0,True,11,486,636.9
497644,2/11/10 13:47,16125.0,True,12,99,245.48999999999998
497652,2/11/10 13:51,16918.0,True,3,14,41.300000000000004
497662,2/11/10 13:55,12677.0,False,9,75,190.7
497670,2/11/10 14:04,15874.0,True,1,12,15.0
497677,2/11/10 14:17,13696.0,True,12,288,306.0
497678,2/11/10 14:27,14190.0,True,1,2,79.9
497679,2/11/10 14:35,,True,1,-12,0.0
497680,2/11/10 14:48,15244.0,True,14,67,280.51
497681,2/11/10 14:59,13288.0,True,1,96,365.76
497682,2/11/10 15:01,13551.0,True,1,24,152.39999999999998
497683,2/11/10 15:02,16839.0,True,11,158,324.82
497684,2/11/10 15:02,14401.0,True,8,245,193.71
497685,2/11/10 15:02,,True,1,2,0.0
497686,2/11/10 15:03,,True,1,1,0.0
497687,2/11/10 15:04,,True,1,4,0.0
497688,2/11/10 15:05,,True,1,1,0.0
497689,2/11/10 15:05,,True,1,1,0.0
497690,2/11/10 15:25,15291.0,True,5,84,334.7
497691,2/11/10 15:29,14040.0,True,60,192,582.35
497692,2/11/10 15:32,15807.0,True,17,734,401.94
497693,2/11/10 15:49,,True,1,-14,0.0
497694,2/11/10 15:50,,True,1,-14,0.0
497695,2/11/10 16:15,,True,1,-14,0.0
497696,2/11/10 16:16,18041.0,True,12,271,220.99
497697,2/11/10 16:16,,True,1,-5,0.0
497698,2/11/10 16:17,,True,1,-2,0.0
497699,2/11/10 16:17,,True,1,-14,0.0
497700,2/11/10 16:18,,True,1,56,0.0
497701,2/11/10 16:18,,True,1,-14,0.0
497702,2/11/10 16:19,,True,1,-15,0.0
497703,2/11/10 16:19,,True,1,-9,0.0
497704,2/11/10 16:21,,True,1,-15,0.0
497705,2/11/10 16:24,,True,1,-15,0.0
497706,2/11/10 16:27,16978.0,True,26,115,402.75
497711,2/11/10 16:33,16978.0,True,2,4,21.8
497712,2/11/10 16:46,,True,2,4,10.4
497713,2/11/10 16:56,,True,1,-15,0.0
497714,2/11/10 17:05,,True,1,-15,0.0
497715,2/11/10 17:33,15061.0,True,1,300,102.00000000000001
497716,2/11/10 17:34,13629.0,True,4,400,660.0
497717,2/11/10 18:08,,True,1,6,0.0
497718,2/11/10 18:09,,True,1,-15,0.0
497719,2/11/10 18:10,,True,1,-15,0.0
497720,2/11/10 18:11,,True,1,-9,0.0
497721,2/11/10 18:11,,True,1,-4,0.0
497722,2/11/10 18:11,,True,1,-11,0.0
497723,2/11/10 18:12,,True,1,-4,0.0
497724,2/11/10 18:12,,True,1,-11,0.0
497725,2/11/10 18:13,,True,1,76,0.0
497726,2/11/10 18:13,,True,1,-12,0.0
497727,2/11/10 18:13,,True,1,-16,0.0
497728,2/11/10 18:14,,True,1,-16,0.0
497729,2/11/10 18:14,,True,1,4,0.0
497730,2/11/10 18:14,,True,1,-16,0.0
497731,2/11/10 18:15,,True,1,-5,0.0
497732,2/11/10 18:36,13291.0,True,23,79,179.37
497733,2/11/10 18:43,13199.0,True,1,10,63.5
497734,2/11/10 18:45,13199.0,True,1,12,15.0
497735,2/11/10 18:46,16553.0,True,3,624,471.84000000000003
497736,2/11/10 18:48,16553.0,True,1,24,102.0
497738,2/12/10 10:14,17675.0,True,5,118,175.95999999999998
497739,2/12/10 10:21,14606.0,True,32,89,204.49
497740,2/12/10 10:26,13815.0,False,44,794,738.86
497741,2/12/10 10:29,15755.0,True,20,188,304.3
497742,2/12/10 10:45,16029.0,True,3,188,484.44
497743,2/12/10 11:07,16895.0,True,19,43,150.39000000000001
497786,2/12/10 11:50,16858.0,True,9,114,310.7
497787,2/12/10 11:54,15293.0,True,19,178,247.5
497788,2/12/10 12:04,18065.0,True,13,71,329.23
497791,2/12/10 12:21,16713.0,True,44,197,393.74
497792,2/12/10 12:26,,True,2,2,3.35
497794,2/12/10 12:34,15504.0,True,20,45,147.71
497795,2/12/10 12:51,16954.0,True,44,653,935.8299999999999
497796,2/12/10 12:59,15633.0,True,20,253,407.15
497797,2/12/10 13:04,,True,1,1,1.95
497798,2/12/10 13:22,12695.0,False,18,156,493.66
497799,2/12/10 13:27,13223.0,True,2,108,216.60000000000002
497802,2/12/10 13:52,13027.0,True,6,1440,576.0
497807,2/12/10 14:00,12971.0,True,5,722,399.29999999999995
497808,2/12/10 14:31,17226.0,True,35,365,425.63
497809,2/12/10 14:34,17547.0,True,18,129,404.55
497811,2/12/10 14:45,,True,1,-16,0.0
497812,2/12/10 14:46,14415.0,True,60,341,682.79
497813,2/12/10 14:46,,True,1,-17,0.0
497814,2/12/10 14:48,,True,1,-17,0.0
497815,2/12/10 14:52,,True,1,192,0.0
497816,2/12/10 14:53,15278.0,True,11,182,136.92
497817,2/12/10 14:54,15278.0,True,8,100,120.8
497818,2/12/10 14:55,,True,1,-17,0.0
497819,2/12/10 14:58,14103.0,True,1,5,0.0
497820,2/12/10 15:03,,True,1,-19,0.0
497835,2/12/10 15:13,,True,1,-19,0.0
497837,2/12/10 15:17,,True,1,-20,0.0
497838,2/12/10 15:18,,True,1,-20,0.0
497839,2/12/10 15:24,17954.0,True,54,158,236.46
497840,2/12/10 15:27,15288.0,True,6,158,334.5
497841,2/12/10 15:38,,True,1,1,6.35
497842,2/12/10 15:46,12976.0,True,29,318,377.62
497843,2/12/10 15:47,14827.0,True,1,5,0.0
497844,2/12/10 15:51,17258.0,True,35,129,283.85
497846,2/12/10 16:27,17955.0,True,1,20,25.0
497847,2/12/10 16:43,,True,1,-8,0.0
497848,2/12/10 16:43,,True,1,60,0.0
497849,2/12/10 16:44,,True,1,-17,0.0
497850,2/12/10 16:45,,True,1,-17,0.0
497851,2/12/10 16:46,,True,1,-6,0.0
497852,2/12/10 16:46,,True,1,-17,0.0
497853,2/12/10 16:46,,True,1,20,0.0
497854,2/12/10 16:47,,True,1,-6,0.0
497855,2/12/10 16:47,,True,1,17,0.0
497856,2/12/10 16:47,,True,1,-6,0.0
497857,2/12/10 16:48,,True,1,-18,0.0
497858,2/12/10 16:48,,True,1,-18,0.0
497859,2/12/10 16:49,,True,1,-9,0.0
497860,2/12/10 16:51,,True,1,-18,0.0
497861,2/12/10 16:52,,True,1,-5,0.0
497862,2/12/10 16:53,,True,1,-6,0.0
497863,2/12/10 16:53,,True,1,-19,0.0
497864,2/12/10 16:54,,True,1,-190,0.0
497865,2/12/10 16:54,,True,1,171,0.0
497866,2/12/10 16:54,,True,1,19,0.0
497867,2/12/10 16:54,,True,1,-5,0.0
497868,2/12/10 16:55,,True,1,-19,0.0
497869,2/12/10 16:55,,True,1,-4,0.0
497870,2/12/10 16:55,,True,1,-20,0.0
497871,2/12/10 16:56,,True,1,-17,0.0
497872,2/12/10 16:56,,True,1,-20,0.0
497873,2/12/10 17:03,,True,176,324,1639.8
497874,2/12/10 17:16,15527.0,True,12,76,198.18
497875,2/14/10 10:19,17029.0,True,2,200,271.0
497876,2/14/10 11:04,13050.0,True,19,158,304.65
497879,2/14/10 11:15,12422.0,False,15,425,662.25
497880,2/14/10 11:23,16560.0,True,16,92,254.92000000000002
497881,2/14/10 11:24,15372.0,True,4,408,432.24
497882,2/14/10 11:42,12748.0,True,1,1,100.0
497883,2/14/10 11:52,13446.0,True,34,241,541.19
497884,2/14/10 11:57,16608.0,True,65,259,687.4
497885,2/14/10 12:06,15093.0,True,19,494,736.44
497887,2/14/10 12:09,14341.0,True,13,160,184.34
497888,2/14/10 12:11,14341.0,True,9,65,130.5
497889,2/14/10 12:15,17230.0,True,16,167,345.21
497890,2/14/10 12:22,17108.0,True,9,31,174.95
497891,2/14/10 12:22,15561.0,True,31,322,336.27
497892,2/14/10 12:22,13542.0,True,20,43,174.49
497893,2/14/10 12:28,15965.0,True,29,67,148.9
497894,2/14/10 12:36,15425.0,True,66,363,762.69
497895,2/14/10 12:37,12989.0,True,1,144,237.6
497896,2/14/10 12:37,12989.0,True,1,48,261.6
497897,2/14/10 12:38,15538.0,True,3,106,545.9
497898,2/14/10 12:49,18077.0,True,21,185,218.53
497899,2/14/10 12:49,16136.0,True,9,234,237.42
497901,2/14/10 12:52,12872.0,True,37,127,293.59000000000003
497902,2/14/10 12:57,15795.0,True,14,90,252.0
497903,2/14/10 12:58,15795.0,True,21,268,214.38
497905,2/14/10 13:17,13587.0,True,10,276,568.3
497906,2/14/10 13:26,14156.0,False,22,918,881.86
497907,2/14/10 13:37,14970.0,True,13,115,394.25
497908,2/14/10 13:38,14970.0,True,1,1,1.55
497909,2/14/10 13:39,15272.0,True,123,165,464.57
497910,2/14/10 13:40,15260.0,True,25,198,404.66
497911,2/14/10 14:10,17285.0,True,21,54,212.9
497912,2/14/10 14:35,12867.0,True,90,624,699.93
497913,2/14/10 14:38,16713.0,True,29,1434,1585.18
497914,2/14/10 14:45,13421.0,True,8,104,174.79999999999998
497915,2/14/10 14:54,13421.0,True,15,116,133.0
497916,2/14/10 14:54,17340.0,True,36,516,866.99
497917,2/14/10 15:13,13421.0,True,49,272,511.69
497918,2/14/10 15:22,17841.0,True,76,156,343.3
497919,2/14/10 15:27,16838.0,True,21,187,341.23
497920,2/14/10 15:30,15964.0,True,21,94,272.96000000000004
497921,2/14/10 15:38,14869.0,True,104,587,770.93
497922,2/14/10 15:47,14909.0,True,21,228,352.5
497923,2/14/10 15:51,18179.0,True,18,151,304.38
497924,2/14/10 16:01,,True,3,3,13.39
497925,2/14/10 16:04,14943.0,True,5,46,107.62
497926,2/15/10 8:41,12426.0,False,47,326,762.48
497928,2/15/10 9:19,16225.0,True,5,98,102.30000000000001
497929,2/15/10 9:20,14302.0,True,19,147,356.65000000000003
497931,2/15/10 9:48,14258.0,True,17,548,1709.0
497932,2/15/10 10:12,12391.0,False,46,288,712.39
497933,2/15/10 10:33,16422.0,True,6,576,526.0799999999999
497934,2/15/10 10:43,16905.0,True,8,19,129.05
497935,2/15/10 10:47,13408.0,True,24,677,1486.0610000000001
497936,2/15/10 10:47,15359.0,True,3,36,45.0
497937,2/15/10 10:49,15769.0,True,7,1700,2805.0
497939,2/15/10 10:56,17091.0,True,21,175,348.38
497941,2/15/10 11:22,14282.0,True,6,600,897.0
497942,2/15/10 11:39,14238.0,True,3,60,128.28
497943,2/15/10 11:46,13225.0,True,11,549,1381.95
497944,2/15/10 11:50,13225.0,True,4,192,339.84000000000003
497945,2/15/10 11:55,,True,1,270,0.0
497946,2/15/10 11:57,13902.0,False,30,83774,16973.1
497947,2/15/10 12:05,12380.0,False,51,616,1508.65
497948,2/15/10 12:05,13081.0,True,48,629,1009.9399999999999
497949,2/15/10 12:10,16327.0,True,80,1086,1331.22
497950,2/15/10 12:17,16027.0,True,1,6,89.69999999999999
497952,2/15/10 12:31,12380.0,False,1,1,1508.65
497953,2/15/10 12:36,16330.0,True,17,33,51.43
497954,2/15/10 12:50,16225.0,True,59,186,340.97
497955,2/15/10 12:54,14543.0,True,14,134,1212.5
497956,2/15/10 13:13,17136.0,True,14,256,231.68
497957,2/15/10 13:14,15371.0,True,1,12,59.400000000000006
497958,2/15/10 13:20,14680.0,True,47,428,1100.72
497959,2/15/10 13:20,16544.0,True,2,72,171.60000000000002
497963,2/15/10 13:27,14527.0,True,25,86,255.42
497966,2/15/10 13:28,16544.0,True,1,12,47.400000000000006
497969,2/15/10 13:29,16544.0,True,1,12,47.400000000000006
497983,2/15/10 13:46,16860.0,True,16,191,517.12
497988,2/15/10 14:15,,True,21,68,165.72
497989,2/15/10 14:16,,True,1,-108,0.0
497994,2/15/10 14:17,,True,1,-46,0.0
498012,2/15/10 14:47,17241.0,True,19,147,541.8000000000001
498013,2/15/10 14:49,15311.0,True,11,243,171.79
498014,2/15/10 15:00,15805.0,True,25,241,442.8
498015,2/15/10 15:54,17442.0,True,35,358,517.57
498016,2/15/10 16:11,,True,1,-10,0.0
498017,2/15/10 16:13,,True,1,1,8.5
498018,2/15/10 16:45,12835.0,True,22,76,239.14000000000001
498019,2/15/10 16:57,13089.0,True,73,1339,1482.95
498020,2/15/10 17:00,13089.0,True,2,10,62.7
498021,2/15/10 17:01,14911.0,False,9,134,129.34
498022,2/15/10 17:01,13089.0,True,1,10,63.5
498024,2/15/10 17:15,,True,1,128,0.0
498025,2/15/10 17:17,15640.0,True,3,36,181.24
498026,2/15/10 17:26,15640.0,True,29,403,591.37
498027,2/16/10 8:44,17644.0,True,36,315,623.9300000000001
498028,2/16/10 9:21,15323.0,True,7,36,108.2
498029,2/16/10 9:38,17662.0,True,4,8,59.92
498030,2/16/10 9:53,,True,1,-20,0.0
498031,2/16/10 9:58,,True,1,-21,0.0
498032,2/16/10 10:05,,True,1,-21,0.0
498033,2/16/10 10:06,,True,1,-20,0.0
498034,2/16/10 10:08,,True,1,-22,0.0
498035,2/16/10 10:10,18172.0,True,23,341,1083.01
498036,2/16/10 10:10,,True,1,-23,0.0
498037,2/16/10 10:11,13802.0,True,15,142,404.76
498038,2/16/10 10:14,,True,1,-23,0.0
498039,2/16/10 10:17,,True,1,-20,0.0
498041,2/16/10 10:26,16098.0,True,17,142,211.94
498042,2/16/10 10:28,14369.0,True,7,91,169.69
498043,2/16/10 10:39,16359.0,True,6,117,178.43
498044,2/16/10 10:40,14989.0,True,18,200,342.4
498045,2/16/10 10:41,16584.0,True,19,524,931.72
498046,2/16/10 10:44,15051.0,True,14,152,186.1
498047,2/16/10 10:45,13381.0,True,51,591,962.99
498048,2/16/10 10:55,14606.0,True,43,73,194.3
498049,2/16/10 11:13,13407.0,True,54,922,1384.02
498052,2/16/10 11:58,17404.0,False,15,1304,1677.42
498053,2/16/10 12:02,17171.0,True,9,40,159.68
498054,2/16/10 12:06,16158.0,True,3,8,68.6
498055,2/16/10 12:11,14669.0,True,47,350,434.6
498056,2/16/10 12:11,,True,1,-4,0.0
498057,2/16/10 12:12,,True,1,-15,0.0
498058,2/16/10 12:12,,True,1,30,0.0
498059,2/16/10 12:12,,True,1,3,0.0
498060,2/16/10 12:13,17287.0,True,31,134,204.36
498061,2/16/10 12:14,,True,1,-2,0.0
498062,2/16/10 12:15,,True,1,-20,0.0
498063,2/16/10 12:16,,True,1,-4,0.0
498064,2/16/10 12:16,,True,1,3,0.0
498065,2/16/10 12:16,,True,1,-2,0.0
498066,2/16/10 12:17,,True,1,-21,0.0
498067,2/16/10 12:17,,True,1,-21,0.0
498068,2/16/10 12:18,,True,1,115,0.0
498069,2/16/10 12:18,,True,1,-17,0.0
498070,2/16/10 12:19,14669.0,True,55,130,207.15
498071,2/16/10 12:19,,True,1,-21,0.0
498072,2/16/10 12:19,,True,1,-21,0.0
498073,2/16/10 12:19,,True,1,-2,0.0
498074,2/16/10 12:20,,True,1,-21,0.0
498075,2/16/10 12:20,,True,1,-5,0.0
498076,2/16/10 12:21,,True,1,-22,0.0
498077,2/16/10 12:21,,True,1,-22,0.0
498078,2/16/10 12:22,14320.0,True,17,93,345.99
498079,2/16/10 12:22,,True,1,10,0.0
498080,2/16/10 12:22,,True,1,30,0.0
498081,2/16/10 12:22,,True,1,-22,0.0
498082,2/16/10 12:23,,True,1,-2,0.0
498083,2/16/10 12:23,,True,1,-23,0.0
498084,2/16/10 12:23,,True,1,-23,0.0
498085,2/16/10 12:24,,True,1,-23,0.0
498086,2/16/10 12:24,,True,1,-23,0.0
498087,2/16/10 12:26,,True,1,1,0.0
498088,2/16/10 12:26,,True,1,1,0.0
498089,2/16/10 12:29,13397.0,True,15,208,393.14000000000004
498090,2/16/10 12:30,17287.0,True,4,6,48.8
498091,2/16/10 12:35,14639.0,True,48,355,745.47
498093,2/16/10 12:42,15372.0,True,3,396,393.24
498094,2/16/10 12:44,17778.0,True,10,214,197.70000000000002
498095,2/16/10 12:50,16940.0,True,67,445,553.28
498096,2/16/10 12:59,12836.0,True,29,122,340.35
498097,2/16/10 13:12,16525.0,True,6,668,774.6
498098,2/16/10 13:16,17789.0,True,15,125,171.25
498099,2/16/10 13:23,14466.0,True,18,199,196.6
498100,2/16/10 13:30,15325.0,True,17,208,215.5
498101,2/16/10 13:32,12960.0,True,27,321,413.67
498102,2/16/10 13:33,15372.0,True,3,204,242.52
498103,2/16/10 13:39,15680.0,True,24,271,310.98
498104,2/16/10 13:49,13503.0,True,135,457,927.27
498105,2/16/10 13:52,15372.0,True,7,1320,1348.08
498106,2/16/10 13:53,14525.0,True,8,75,164.09
498107,2/16/10 13:57,15078.0,True,28,254,525.0
498108,2/16/10 14:03,13468.0,True,10,92,179.68
498110,2/16/10 14:11,13503.0,True,1,3,3.75
498112,2/16/10 14:30,12972.0,True,31,219,469.51
498114,2/16/10 14:32,15311.0,True,85,1787,3019.35
498116,2/16/10 14:35,14113.0,True,9,189,366.0
498117,2/16/10 14:37,,True,3,3,19.049999999999997
498118,2/16/10 14:49,16701.0,True,9,254,394.42
498119,2/16/10 15:13,13078.0,True,6,74,356.5
498120,2/16/10 15:25,13089.0,True,3,144,400.8
498121,2/16/10 15:27,17351.0,True,5,28,199.70000000000002
498123,2/16/10 15:35,16409.0,True,68,183,276.44
498124,2/16/10 15:47,17931.0,True,30,199,357.39
498125,2/16/10 15:54,13842.0,True,12,73,190.95000000000002
498126,2/16/10 15:55,13842.0,True,7,114,79.32
498127,2/16/10 15:56,13842.0,True,9,85,93.87
498128,2/16/10 16:12,16911.0,True,16,98,139.35000000000002
498130,2/16/10 16:47,15662.0,True,8,78,177.88000000000002
498131,2/16/10 16:50,17342.0,True,5,77,313.55
498132,2/16/10 16:53,16774.0,True,35,212,354.7
498133,2/16/10 17:24,,True,416,765,4367.3
498134,2/16/10 17:25,,True,115,199,1089.07
498135,2/16/10 17:47,14911.0,False,52,299,454.35
498136,2/17/10 8:32,13728.0,True,8,26,194.74
498137,2/17/10 8:47,14465.0,True,5,70,107.7
498138,2/17/10 8:47,14944.0,True,23,278,470.9
498139,2/17/10 8:49,14944.0,True,18,303,672.1
498141,2/17/10 9:05,13659.0,True,25,190,421.03000000000003
498142,2/17/10 9:43,17364.0,True,18,188,306.48
498143,2/17/10 9:53,13901.0,True,41,415,596.48
498144,2/17/10 10:04,,True,1,-82,0.0
498145,2/17/10 10:04,14156.0,False,35,248,543.1
498146,2/17/10 10:08,,True,1,-377,0.0
498147,2/17/10 10:12,,True,1,-451,0.0
498148,2/17/10 10:12,,True,1,-152,0.0
498149,2/17/10 10:24,18285.0,True,12,145,427.0
498150,2/17/10 10:28,,True,11,14,28.200000000000003
498152,2/17/10 10:51,13902.0,False,1,9456,2836.7999999999997
498153,2/17/10 11:05,14198.0,True,10,44,147.64000000000001
498154,2/17/10 11:27,14732.0,True,17,136,334.84000000000003
498155,2/17/10 11:29,14732.0,True,3,18,100.5
498156,2/17/10 11:31,17888.0,True,5,76,164.35
498157,2/17/10 11:40,14244.0,True,16,814,366.41999999999996
498158,2/17/10 11:44,15002.0,True,52,329,514.89
498159,2/17/10 11:49,17646.0,True,13,108,253.60000000000002
498160,2/17/10 11:58,15911.0,True,40,85,146.54
498161,2/17/10 12:03,15251.0,True,36,2250,3157.06
498162,2/17/10 12:11,17560.0,True,7,224,223.2
498163,2/17/10 12:12,17511.0,True,37,1893,2947.1
498164,2/17/10 12:40,13613.0,True,26,194,468.0
498205,2/17/10 13:10,14276.0,True,21,235,307.89
498213,2/17/10 13:16,18092.0,True,10,814,968.78
498215,2/17/10 13:19,,True,2,8,18.0
498216,2/17/10 13:26,17377.0,True,16,41,170.2
498217,2/17/10 13:39,17426.0,True,22,316,521.96
498221,2/17/10 13:53,17075.0,True,21,61,241.96
498222,2/17/10 14:01,14584.0,True,41,217,194.63
498223,2/17/10 14:09,16447.0,True,15,38,206.83
498224,2/17/10 14:24,17757.0,True,27,65,121.55
498236,2/17/10 14:34,15061.0,True,6,658,377.8
498238,2/17/10 14:35,15768.0,True,41,139,425.62
498240,2/17/10 14:35,12921.0,True,30,414,549.5
498249,2/17/10 14:39,14911.0,False,62,814,2329.48
498254,2/17/10 14:42,14911.0,False,4,128,80.96
498256,2/17/10 14:43,16553.0,True,22,401,366.83
498260,2/17/10 14:47,13317.0,True,29,354,528.05
498261,2/17/10 14:47,16938.0,True,117,454,869.82
498267,2/17/10 14:59,,True,1,-342,0.0
498269,2/17/10 15:03,16928.0,True,1,1,15.0
498270,2/17/10 15:11,18218.0,True,16,372,301.91999999999996
498276,2/17/10 15:41,16422.0,True,3,890,398.1
498277,2/17/10 16:00,,True,3,6,11.3
498281,2/17/10 16:23,17739.0,True,10,84,408.5
498283,2/17/10 16:40,17858.0,True,2,85,595.0
498284,2/17/10 16:43,13798.0,True,2,298,365.90000000000003
498287,2/17/10 16:54,,True,1,-5,0.0
498288,2/17/10 16:55,17576.0,True,20,99,201.42
498289,2/17/10 16:55,,True,1,-12,0.0
498290,2/17/10 17:02,17858.0,True,6,576,610.5600000000001
498291,2/18/10 8:49,14322.0,True,3,20,118.2
498292,2/18/10 8:49,14495.0,True,1,6,51.0
498294,2/18/10 9:00,14890.0,True,22,292,301.78999999999996
498300,2/18/10 9:14,17157.0,True,18,146,303.98
498301,2/18/10 9:20,13767.0,True,16,392,673.12
498303,2/18/10 9:31,15640.0,True,1,10,19.5
498305,2/18/10 9:32,15827.0,True,11,87,240.75
498307,2/18/10 9:46,14560.0,True,1,6,59.699999999999996
498325,2/18/10 10:26,15544.0,True,45,499,532.41
